publisher	journal	issn	role	editor	orcid	affiliation	url	date
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Antonio Briz	NA	Universidad de Valencia	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Yvette Bürki	0000-0002-3081-3622	Bern University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Rocío Caravedo	0000-0002-4370-6332	Pontificia Universidad Católica del Perú	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Ana M. Cestero Mancera	0000-0001-7836-7943	Universidad de Alcalá here 	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Godsuno Chela-Flores	0000-0002-5155-536X	University of Zulia	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	M. Victoria Escandell-Vidal	0000-0001-9364-067X	Universidad Complutense de Madrid	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	J. César Félix-Brasdefer	0000-0003-0191-486X	Indiana University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Sybille Große	0000-0002-1393-4887	Heidelberg University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Carol A. Klee	0000-0002-8191-6293	University of Minnesota	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Bettina Kluge	0000-0003-3797-9841	University of Hildesheim	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Jennifer Leeman	0000-0003-3130-8297	George Mason University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Nuria Lorenzo-Dus	NA	Swansea University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Óscar Loureda	0000-0002-7475-6324	Heidelberg University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Norma Mendoza-Denton	0000-0001-7792-5114	University of California Los Angeles	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Teresa Oteíza	0000-0001-7500-0767	Pontificia Universidad Católica de Chile	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Azucena Palacios Alcaine	0000-0002-9122-4362	Universidad Autónoma de Madrid	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Derrin Pinto	NA	University of St. Thomas	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Chase Wesley Raymond	0000-0003-4353-7345	University of Colorado	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Naomi Shin	0000-0003-4269-8497	University of New Mexico	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Antonio Torres Torres	0000-0002-6943-8073	University of Barcelona	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Daniel J. Villa	NA	New Mexico State University	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Spanish in Context	1571-0718	Editorial Board	Ana Celia Zentella	0000-0003-1449-0787	University of California at San Diego	https://benjamins.com/catalog/sic	2022-01-20
John Benjamins	Studies in Language	NA	Managing Editors	Katharina Haude	NA	CNRS-SEDYL, Villejuif	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Managing Editors	Lindsay J. Whaley	0000-0003-3930-0062	Dartmouth College	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Review Editor	Martine Robbeets	NA	Max Planck Institute for the Science of Human History, Jena	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Werner Abraham	NA	University of Vienna / University of Munich	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Balthasar Bickel	0000-0002-9087-0565	University of Zurich	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Greville G. Corbett	0000-0002-2667-9870	University of Surrey	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Denis Creissels	0000-0003-4220-7950	Lumière University Lyon 2	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	N.J. Enfield	NA	University of Sydney	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Nicholas Evans	NA	Australian National University	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	William Foley	0000-0003-2487-2068	University of Sydney	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	T. Givón	NA	University of Oregon, Eugene	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Jeff Good	NA	University of Buffalo	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Tom Güldemann	NA	Humboldt University Berlin	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Peter Harder	NA	University of Copenhagen	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Martin Haspelmath	0000-0003-2100-8493	Max Planck Institute for the Science of Human History	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Bernd Heine	NA	University of Cologne	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Nikolaus P. Himmelmann	0000-0002-4385-8395	University of Cologne	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Daniel Hole	NA	University of Stuttgart	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Shoichi Iwasaki	0000-0001-7052-9469	UCLA	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Ekkehard König	NA	Free University Berlin/Albert Ludwigs University, Freiburg	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Marianne Mithun	0000-0003-1215-1597	University of California, Santa Barbara	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Enrique L. Palancar	NA	University of Surrey / CNRS	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Studies in Language	NA	Editorial Board	Doris L. Payne	0000-0002-8039-8762	University of Oregon	https://benjamins.com/catalog/sl	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editor	Rachel L. Shively	0000-0001-7878-3576	Illinois State University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Assistant Editor	Anne Marie Devlin	NA	University College Cork	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Gary Barkhuizen	NA	University of Auckland	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Anne Barron	0000-0003-2962-7985	Leuphana University of Lüneburg	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Phil Benson	NA	Macquarie University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Jennifer Bown	NA	Brigham Young University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Joseph Collentine	NA	Northern Arizona University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Josep Maria Cots	0000-0002-3842-3178	University of Lleida	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Robert M. DeKeyser	NA	University of Maryland	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Jean-Marc Dewaele	0000-0001-8480-0977	Birkbeck College, University of London	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Dan Dewey	NA	Brigham Young University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Anwei Feng	NA	University of Nottingham Ningbo	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Martin Howard	NA	University College Cork	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Noriko Iwasaki	NA	Nanzan University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Jane Jackson	0000-0002-4833-0960	The Chinese University of Hong Kong	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Maria Juan-Garau	NA	University of the Balearic Islands	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Celeste Kinginger	NA	Pennsylvania State University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Barbara A. Lafford	NA	Arizona State University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Àngels Llanes	NA	University of Lleida	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Carmen Pérez-Vidal	NA	Pompeu Fabra University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	John L. Plews	NA	Saint Mary's University, Canada	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Wei Ren	0000-0001-6121-1846	Beihang University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Cristina Sanz	NA	Georgetown University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Naoko Taguchi	0000-0002-4099-9678	Northern Arizona University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	Study Abroad Research in Second Language Acquisition and International Education	2405-5522	Editorial Board	Nicole Tracy-Ventura	0000-0002-2892-8105	West Virginia University	https://benjamins.com/catalog/sar	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editors	Kris Van den Branden	0000-0001-8348-7034	KU Leuven	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editors	Koen Van Gorp	0000-0002-2033-3852	Michigan State University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Special Section Editor	Laura Gurzynski-Weiss	0000-0003-2332-3198	Indiana University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Manager	Goedele Vandommele	NA	KU Leuven	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Sandro Barros	NA	Michigan State University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Lara Bryfonski	NA	Georgetown University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Martin Bygate	NA	Lancaster University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Dustin Crowther	0000-0002-4399-0169	University of Hawai'i at Manoa	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Bart Deygers	NA	Ghent University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	William Dunn	NA	University of Alberta	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Martin East	NA	University of Auckland	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Roger Gilabert	0000-0001-6464-4161	University of Barcelona	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Marta González-Lloret	NA	University of Hawai'i at Manoa	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Laura Gurzynski-Weiss	0000-0003-2332-3198	Indiana University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Barbara Hinger	NA	University of Innsbruck	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Eva Kartchava	NA	Carlton University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	YouJin Kim	NA	Georgia State University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Felix Kronenberg	NA	Michigan State University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Folkert Kuiken	0000-0002-1667-2501	University of Amsterdam	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Shawn Loewen	0000-0002-2195-313X	Michigan State University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Marije C. Michel	0000-0003-1426-4771	University of Groningen	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Andreas Müller-Hartmann	NA	Pädagogische Hochschule, Heidelberg	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Jonathan Newton	0000-0001-7264-6829	Victoria University of Wellington	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	John M. Norris	NA	Educational Testing Service	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Elke Peters	0000-0001-7273-3850	KU Leuven	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Leila Ranta	NA	University of Alberta	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Andrea Révész	0000-0003-1093-4336	University College London	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Kristin Rock	NA	University of Hawai'i at Manoa	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Shoko Sasayama	NA	Educational Testing Service	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Natsuko Shintani	0000-0003-3277-9736	Kobe Gakuin University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Piet Van Avermaet	NA	Ghent University	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Marieke Vanbuel	0000-0002-7015-0747	KU Leuven	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	TASK | Journal on Task-Based Language Teaching and Learning	NA	Editorial Board	Elke Van Steendam	NA	KU Leuven	https://benjamins.com/catalog/task	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editor	Haidee Kotze	0000-0002-5721-0733	Utrecht University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Associate Editors	Maureen Ehrensberger-Dow	0000-0002-5538-4000	Zurich University of Applied Sciences	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Associate Editors	Ting Guo	0000-0002-1726-8682	University of Exeter	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Associate Editors	Sameh Hanna	0000-0001-5763-1784	United Bible Societies	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Associate Editors	Luis Perez-Gonzalez	0000-0003-1756-9458	University of Agder	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Founding Editors	Gideon Toury †	NA	Tel Aviv University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Founding Editors	José Lambert	NA	CETRA, KU Leuven &amp; UFC, Fortaleza	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Review Editor	Maureen Ehrensberger-Dow	0000-0002-5538-4000	Zurich University of Applied Sciences	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Multilingual Website Editor	Daria Dayter	0000-0001-5054-5330	Tampere University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Style Editor	Melanie Ann Law	0000-0001-7525-3553	North-West University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Fabio Alves	0000-0003-1089-4864	The Federal University of Minas Gerais	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Paul Bandia	0000-0001-9249-3620	Concordia University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Andrew Chesterman	NA	University of Helsinki	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Lieven D’hulst	0000-0002-7472-1607	KU Leuven/Kulak, Belgium	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Dirk Delabastita	0000-0002-7801-6307	University of Namur	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Stephen Doherty	0000-0003-0887-1049	University of New South Wales	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Yves Gambier	0000-0002-1858-4281	University of Turku and Kaunas University of Technology (KTU)	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Daniel Gile	NA	Université Paris 3	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Sandra L. Halverson	0000-0002-7078-5718	University of Agder	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Rachel Lung	0000-0002-5379-5236	Lingnan University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Kirsten Malmkjær	0000-0002-3145-3294	University of Leicester	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Kobus Marais	0000-0002-6051-4957	University of the Free State	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Anna Matamala	0000-0002-1607-9011	Universitat Autònoma de Barcelona	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Reine Meylaerts	0000-0002-8088-1519	KU Leuven	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Sharon O'Brien	0000-0003-4864-5986	Dublin City University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Koen Plevoets	0000-0003-3889-1809	Ghent University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Franz Pöchhacker	0000-0002-8618-4060	University of Vienna	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Anthony Pym	0000-0002-9440-0886	University of Melbourne &amp; Universitat Rovira i Virgili	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Douglas Robinson	0000-0002-3222-6122	Hong Kong Baptist University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Heidi Salaets	0000-0002-0148-4188	KU Leuven	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Christina Schäffner	NA	Aston University	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Jeroen Vandaele	0000-0002-6534-3501	Ghent Universit	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Target | International Journal of Translation Studies	NA	Editorial Board	Meifang Zhang	0000-0001-6534-2480	University of Macau	https://benjamins.com/catalog/target	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editors	Kyo Kageura	0000-0003-1575-8837	University of Tokyo, Japan	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editors	Rita Temmerman	0000-0002-5439-504X	Vrije Universiteit Brussel, Belgium	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Bassey E. Antia	0000-0001-6117-6737	University of the Western Cape, South Africa	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Nathalie Aussenac-Gilles	0000-0003-3653-3223	Université Paul Sabatier, France	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Caroline Barrière	NA	University of Ottawa, Canada	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Łucja Biel	0000-0002-3671-3112	University of Warsaw, Poland	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Marc Van Campenhoudt	0000-0001-8569-8257	Institut Supérieur de Traducteurs et Interprètes, Belgium	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Béatrice Daille	0000-0001-9095-7372	Université de Nantes, France	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Patrick Drouin	NA	Université de Montréal, Canada	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Pascaline Dury	0000-0001-5642-1128	Université Lumière 2 Lyon, France	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Jan Engberg	0000-0003-0660-7260	Aarhus University, Denmark	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Pamela Faber	0000-0003-0581-0005	University of Granada, Spain	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Sabela Fernández-Silva	0000-0002-6607-5772	Pontificia Universidad Católica de Valparaíso, Chile	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	John Humbley	NA	Université Paris-Diderot, France	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Marita Kristiansen	0000-0001-6939-6304	NHH, Norwegian School of Economics, Norway	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Marie-Claude L'Homme	0000-0003-1175-9509	University of Montreal, Canada	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Elizabeth Marshman	0000-0003-1806-1226	University of Ottawa, Canada	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Mojca Pecman	0000-0002-6753-1936	Université de Paris, France	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Katia Peruzzo	0000-0002-8292-5925	University of Trieste, Italy	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Margaret Rogers	0000-0002-2247-4843	University of Surrey, UK	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Young-Bin Song	NA	Ewha Women's University, Seoul, Korea   	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Špela Vintar	0000-0003-1934-0200	University of Ljubljana, Slovenia	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Xiangqing Wei	NA	Nanjing University, China	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Cornelia Wermuth	NA	KU Leuven, Belgium	https://benjamins.com/catalog/term	2022-01-20
