editor	role	affiliation	journal	issn	publisher	url	date	orcid
Tomoko Kubori	Editorial Board	Gifu University Gifu, Japan	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Vincent T. Lee	Editorial Board	University of Maryland Baltimore, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Zhao-Qing Luo	Editorial Board	Purdue University West Lafayette, IN, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Mackey	Editorial Board	Ohio State University Columbus, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Joan Mecsas	Editorial Board	Tufts University Medford, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Matthew Mulvey	Editorial Board	University of Utah Salt Lake City, UT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
William Navarre	Editorial Board	University of Toronto Ontario, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Mary O'Riordan	Editorial Board	University of Michigan Medical School Ann Arbor, MI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Eric Oswald	Editorial Board	University of Toulouse Toulouse, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Matthew Parsek	Editorial Board	University of Washington Seattle, WA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Dana J. Philpott	Editorial Board	University of Toronto Toronto, Ontario, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
D. Scott Samuels	Editorial Board	University of Montana Missoula, MT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David S. Schneider	Editorial Board	Stanford University Palo Alto, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Weiss	Editorial Board	Emory University Atlanta, GA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Matthew Wolfgang	Editorial Board	University of North Carolina, Chapel Hill Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Dario Zamboni	Editorial Board	University of São Paulo Ribeirao Preto, SP, Brazil 	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Mitchell Balish	Editorial Board	Miami University Oxford, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Marcel A. Behr	Editorial Board	McGill University  Montreal, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Helena Boshoff	Editorial Board	National Institutes of Health Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Thomas R. Hawn	Editorial Board	University of Washington Seattle, WA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Anders Håkansson	Editorial Board	Lund University Lund, Sweden	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Theresa Koehler	Editorial Board	University of Texas-Houston Medical School Houston, TX, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nicole Koropatkin	Editorial Board	University of Michigan Ann Arbor, MI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Katherine Lemon	Editorial Board	Baylor College of Medicine Houston, TX, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Lewinsohn	Editorial Board	Oregon Health and Science University Portland, OR, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Bruce McClane	Editorial Board	University of Pittsburgh School of Medicine Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Rachel M McLoughin	Editorial Board	Trinity Biomedical Sciences Institute, Trinity College Dublin Dublin, Ireland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Timothy J. Mitchell	Editorial Board	University of Birmingham Birmingham, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Carlos Javier Orihuela	Editorial Board	The University of Alabama at Birmingham Birmingham, AL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Andreas Peschel	Editorial Board	University of Tubingen Tubingen, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Alice Prince	Editorial Board	Columbia University New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Padmini Salgame	Editorial Board	Rutgers University New Brunswick, NJ, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christopher Sassetti	Editorial Board	University of Massachusetts Medical School Worchester, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Paul Sullam	Editorial Board	University of California, San Francisco San Francisco, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Gongyi Zhang	Editorial Board	National Jewish Medical and Research Center Denver, CO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Robert Belshaw	Editorial Board	Plymouth University Plymouth, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Debra Bessen	Editorial Board	New York Medical College Valhalla, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nels Elde	Editorial Board	University of Utah Salt Lake City, UT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Francis Jiggins	Editorial Board	University of Cambridge Cambridge, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jason Rasgon	Editorial Board	Center for Infectious Disease Dynamics, Penn State University University Park, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Erwin Schurr	Editorial Board	McGill University Montreal, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Adi Stern	Editorial Board	Tel Aviv University Tel Aviv, Israel	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Alex Bukreyev	Editorial Board	University of Texas Medical Branch / Galveston National Laboratory Galveston, TX, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
George Belov	Editorial Board	  University of Maryland College Park, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Meike Dittman	Editorial Board	NYU Grossman School of Medicine New York City, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David T. Evans	Editorial Board	University of Wisconsin, Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Neil M. Ferguson	Editorial Board	Imperial College London London, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Andrea Gamarnik	Editorial Board	Fundación Intituto Leloir-CONICET Buenos Aires, Argentina	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Amy Hartman	Editorial Board	University of Pittsburgh Pittsburgh, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Stacy Horner	Editorial Board	Duke University School of Medicine Durham, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jianming Hu	Editorial Board	Department of Microbiology and Immunology, Penn State College of Medicine, Hershey, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kellie Jurado	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Yoshihiro Kawaoka	Editorial Board	University of Wisconsin-Madison and University of Tokyo Madison, WI, USA; Tokyo, Japan	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sabra Klein	Editorial Board	<U+200B> Johns Hopkins University Baltimore, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Florian Krammer	Editorial Board	Mount Sinai School of Medicine New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jens Kuhn	Editorial Board	National Institutes of Health, National Institute of Allergy and Infectious Diseases Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Richard J. Kuhn	Editorial Board	Purdue University West Lafayette, IN, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Deborah Lenschow	Editorial Board	Washington University St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Anice Lowen	Editorial Board	Emory University School of Medicine Atlanta, GA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jay A. Nelson	Editorial Board	Oregon Health and Science University Portland, OR, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Janko Nikolich-Žugich	Editorial Board	University of Arizona Tucson, AZ, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Peter Palese	Editorial Board	Mount Sinai Hospital New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
John T. Patton	Editorial Board	Indiana University Bloomington Bloomington, IN, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Daniel R. Perez	Editorial Board	Virginia-Maryland Regional College of Veterinary Medicine College Park, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Stanley Perlman	Editorial Board	University of Iowa Iowa City, IA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Glenn Randall	Editorial Board	University of Chicago Chicago, Illinois	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Félix Rey	Editorial Board	Institute Pasteur Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Charles M. Rice	Editorial Board	The Rockefeller University New York, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Michael Robek	Editorial Board	Albany Medical College Albany, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Andrea J. Sant	Editorial Board	University of Rochester Rochester, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Peter Sarnow	Editorial Board	Stanford University School of Medicine Stanford, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Connie Schmaljohn	Editorial Board	U.S. Army Medical Research Institute of Infectious Diseases Fort Detrick, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Matthias Johannes Schnell	Editorial Board	Thomas Jefferson University Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sujan Shresta	Editorial Board	La Jolla Institute La Jolla, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Aleem Siddiqui	Editorial Board	University of California, San Diego San Diego, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Paul G. Thomas	Editorial Board	St. Jude Children's Research Hospital Memphis, TN, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Greg Tiao	Editorial Board	Cincinatti Children's Hospital Cincinatti, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sean Whelan	Editorial Board	Washington University in Saint Louis, School of Medicine Saint Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
E. John Wherry	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christiane Wobus	Editorial Board	University of Michigan Medical School Ann Arbor, MI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Allan Zajac	Editorial Board	University of Alabama at Birmingham Birmingham, AL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sumita Bhaduri-McIntosh	Editorial Board	University of Florida Gainesville, FL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
William J. Britt	Editorial Board	University of Alabama at Birmingham Birmingham, AL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Laurent Coscoy	Editorial Board	University of California, Berkeley Berkeley, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Dirk P. Dittmer	Editorial Board	University of North Carolina Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Linda Dixon	Editorial Board	The Pirbright Institute Surrey, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Pinghui Feng	Editorial Board	University of Southern California Los Angeles, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Daved Fremont	Editorial Board	Washington University in St. Louis St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Denise A. Galloway	Editorial Board	Fred Hutchinson Cancer Research Center Seattle, WA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ben Gewurz	Editorial Board	Harvard Medical School Boston, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Patrick Hearing	Editorial Board	Stony Brook University Stony Brook, NY, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Zhihong Hu	Editorial Board	Wuhan University Wuhan, China	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Robert F. Kalejta	Editorial Board	University of Wisconsin- Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Laurie Krug	Editorial Board	National Cancer Institute Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Michael Lagunoff	Editorial Board	University of Washington Seattle, WA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Paul Francis Lambert	Editorial Board	University of Wisconsin- Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Paul M. Lieberman	Editorial Board	The Wistar Institute Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Zhen Lin	Editorial Board	Tulane University School of Medicine New Orleans, LA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Paul Ling	Editorial Board	Baylor College of Medicine Houston, TX, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Richard Longnecker	Editorial Board	Northwestern University Evanston, IL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Craig Meyers	Editorial Board	Penn State University School of Medicine Hershey, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Edward Mocarski	Editorial Board	Emory University Atlanta, GA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ashlee V. Moses	Editorial Board	Oregon Health and Science University Portland, OR, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christian Münz	Editorial Board	Institute of Experimental Immunology, University of Zurich Zurich, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Eain Murphy	Editorial Board	Blumburg Institute Doylestown, PA, USA <U+200B>	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jay A. Nelson	Editorial Board	Oregon Health and Science University Portland, OR, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Donna Neumann	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Annette Oxenius	Editorial Board	ETHZ Institute of Microbiology Zurich, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nancy Raab-Traub	Editorial Board	University of North Carolina at Chapel Hill Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Richard Roden	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
R. Jude Samulski	Editorial Board	University of North Carolina at Chapel Hill School of Medicine Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Luis J. Sigal	Editorial Board	Thomas Jefferson University  Philadelphia, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Corey Smith	Editorial Board	QIMR Berghofer Medical Research Institute Queensland, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Richard Stanton	Editorial Board	Cardiff University Cardiff, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Bill Sugden	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Sankar Swaminathan	Editorial Board	University of Utah School of Medicine Salt Lake City, UT, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Christopher M. Walker	Editorial Board	The Research Institute at Nationwide Childrens Hospital Columbus, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Z. Hong Zhou	Editorial Board	University of California, Los Angeles Los Angeles, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Fanxiu Zhu	Editorial Board	Florida State University Tallahassee, FL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
James Beeson	Editorial Board	Burnet Institute Melbourne, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Stephen Beverley	Editorial Board	Washington University School of Medicine St. Louis, MO, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Oliver Billker	Editorial Board	Wellcome Trust Sanger Institute Cambridge, UK	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Michael J. Blackman	Editorial Board	The Francis Crick Institute London, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Isabelle Coppens	Editorial Board	Johns Hopkins Malaria Research Institute Baltimore, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Eric Y. Denkers	Editorial Board	University of New Mexico Albuquerque, NM, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Luisa M. Figueiredo	Editorial Board	University of Lisbon Lisbon, Portugal	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
William Gause	Editorial Board	Rutgers New Jersey Medical School Newark, NJ, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ricardo Gazzinelli	Editorial Board	UF Minas Gerais and University of Massachussetts Medical School Belo Horizonte, MG, Brazil and Worcester, MA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ashraful Haque	Editorial Board	The Peter Doherty Institute for Infection and Immunity Melbourne, Australia	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kent Hill	Editorial Board	University of California, Los Angeles Los Angeles, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Patricia Johnson	Editorial Board	University of California, Los Angeles Los Angeles, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jean Langhorne	Editorial Board	National Institute for Medical Research London, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Elizabeth Ann McGraw	Editorial Board	Pennsylvania State University University Park, PA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Edward Mitre	Editorial Board	Uniformed Services University of the Health Sciences Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Maria Mota	Editorial Board	Instituto de Medicina Molecular Lisbon, Portugal	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Ingrid Müller	Editorial Board	Imperial College London, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Meera Nair	Editorial Board	University of California, Riverside Riverside, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Tomoyoshi Nozaki	Editorial Board	University of Tokyo Tokyo, Japan	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Thomas Nutman	Editorial Board	National Institutes of Health Bethesda, MD, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Philipp Olias	Editorial Board	University of Bern Bern, Switzerland	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
William A. Petri, Jr.	Editorial Board	University of Virginia Charlottesville, VA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
<U+200B>David S. Schneider	Editorial Board	Stanford University Palo Alto, CA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Nicolai Siegel	Editorial Board	Ludwig-Maximilians-Universität Munich, Germany	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Joseph Smith	Editorial Board	Seattle Biomedical Research Institute Seattle, WA, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Mary M. Stevenson	Editorial Board	McGill University Montreal, Canada	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Kenneth Vernick	Editorial Board	Institut Pasteur Paris, France	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David L. Williams	Editorial Board	Rush University Medical Center Chicago, IL, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Paul Birch	Editorial Board	The James Hutton Institute, University of Dundee Dundee, Scotland, United Kingdom	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
David Bisaro	Editorial Board	Ohio State University Columbus, OH, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
Jeff Dangl	Editorial Board	University of North Carolina At Chapel Hill Chapel Hill, NC, USA	PLOS Pathogens	1553-7366	PLOS	https://journals.plos.org/plospathogens/s/editorial-board	2022-01-18	NA
