publisher	journal	role	editor	affiliation	url	date
Springer Nature	Nature Catalysis	NA	Senior Editor: Jan-Stefan Völler	Jan-Stefan joined Nature Catalysis in November 2017. After studying chemistry with a particular focus on biochemistry and organic chemistry, he received his PhD degree from the Free University of Berlin and worked as a postdoctoral associate at the Technical University of Berlin in the field of biocatalysis. His research encompassed cultivation and genetic engineering of bacteria, protein modification by directed evolution and genetic code expansion as well as protein characterization applying spectroscopic methods and kinetic analysis. Working as an Associate Editor, he primarily handles topics across the fields of biocatalysis and synthetic organic chemistry.	https://www.nature.com/natcatal/editors	2022-02-10
Springer Nature	Nature Catalysis	NA	Associate Editor: Benjamin Martindale	Ben joined Nature Catalysis in August 2020 as an Associate Editor after spending a year with Nature Communications. In line with his research background, he primarily handles manuscripts in the fields of electrocatalysis and solar fuels. Before joining Nature Research, he worked as a postdoctoral fellow at Harvard University. He was awarded a PhD from the University of Cambridge in 2016. His research has been dedicated to materials for photo- and electrocatalytic reactions, with a particular focus on sustainable energy conversion. Ben is based in the New York City office.	https://www.nature.com/natcatal/editors	2022-02-10
Springer Nature	Nature Cell Biology	NA	  Chief Editor: Christina Kary	Chief Editor: Christina Kary Christina Kary (formerly McPhee) obtained her PhD in 2010 from the University of Maryland. Her doctoral work with Eric Baehrecke focused on the role of autophagy during cell death in Drosophila. As a Jane Coffin Childs postdoctoral fellow with Susan Mango at Harvard University, Christina studied the role of the pioneer factor PHA-4/FoxA DNA binding in cell fate specification during C. elegans organ formation. Christina worked as an editor at Genes &amp; Development and PLOS Biology before joining Nature Cell Biology in August 2016. Christina is based in the New York office.	https://www.nature.com/ncb/editors	2022-02-10
Springer Nature	Nature Cell Biology	NA	 Senior Editor: Melina Casadio	Senior Editor: Melina Casadio Melina Casadio (formerly Herman) obtained her PhD in 2012 based on work conducted in Jean-Laurent Casanova’s lab at The Rockefeller University. Melina aimed to characterize the molecular, cellular, and immunological mechanisms underlying severe infection to a common virus, herpes simplex virus-1, in children. During her postdoctoral work, Melina studied glioblastoma multiform development in the laboratory of Viviane Tabar at Memorial Sloan Kettering Cancer Center. Melina joined the Journal of Cell Biology as a Scientific Editor in 2014 before joining Nature Cell Biology in June 2021. Melina is based in the New York office.	https://www.nature.com/ncb/editors	2022-02-10
Springer Nature	Nature Cell Biology	NA	 Senior Editor: Daryl David	Senior Editor: Daryl David Daryl David obtained his PhD with Tony Harris at the University of Toronto in the Collaborative Program in Developmental Biology, working on dynamic cytoskeletal networks and their regulation by the cell polarity machinery during Drosophila embryogenesis. For his EMBO postdoctoral Long-Term Fellowship with Pascale Cossart at the Pasteur Institute, Daryl investigated secreted virulence factors of Listeria monocytogenes and their host cell targets. Daryl joined Nature Communications in February 2018 before joining Nature Cell Biology in September 2021. Daryl is based in the Berlin office.	https://www.nature.com/ncb/editors	2022-02-10
Springer Nature	Nature Cell Biology	NA	  Senior Editor: Jie Wang	Senior Editor: Jie Wang Jie Wang obtained her PhD in 2010 from Shanghai Jiao Tong University School of Medicine, where she studied the role of reactive oxygen species during tumor development. From 2008 to 2011, Jie continued her research in the lab of Lou Lu at University of California, Los Angeles (UCLA), first as an exchange PhD student and then a post-doctoral fellow, focusing on transcriptional regulation of eye-specific genes by CTCF-mediated chromatin structures. Jie worked as a scientific editor at Cell Research before joining Nature Cell Biology in April 2017. Jie is based in the Shanghai office.	https://www.nature.com/ncb/editors	2022-02-10
Springer Nature	Nature Cell Biology	NA	  Senior Editor: Zhe Wang	Senior Editor: Zhe Wang Zhe Wang received his PhD from Purdue University in 2013. His doctoral work with Harm HogenEsch aimed to understand the role of SHARPIN in inflammation and its relevance to autoimmune diseases. Zhe then joined the lab of Patrick Hwu at MD Anderson Cancer Center, where he studied host resistance to cancer immunotherapy. Zhe worked as scientific editor at The Journal of Experimental Medicine before joining Nature Cell Biology in January 2018. Zhe is based in the Shanghai office.	https://www.nature.com/ncb/editors	2022-02-10
Springer Nature	Nature Cell Biology	NA	 Associate Editor: Stylianos Lefkopoulos	Associate Editor: Stylianos Lefkopoulos Stylianos Lefkopoulos obtained his PhD in 2021 from the University of Freiburg in Germany, based on work conducted in the laboratory of Eirini Trompouki at the Max Planck Institute of Immunobiology &amp; Epigenetics. His work described how innate immune signals are triggered by transposable element transcripts during development to favor the production of hematopoietic stem &amp; progenitor cells. During his postdoctoral studies with Trista North at Boston Children’s Hospital, Stylianos aimed to characterize metabolic pathways modulating hematopoietic stem cell development. Stylianos joined Nature Cell Biology in December 2021 and he is based in the Berlin office.	https://www.nature.com/ncb/editors	2022-02-10
Springer Nature	Nature Chemical Biology	NA	Chief Editor: Terry L. Sheppard	Before assuming the editorship of Nature Chemical Biology, Terry was on the faculty in Northwestern University's Department of Chemistry, where he developed a research program in nucleic acid chemical biology. This followed his appointment as a NASA postdoctoral fellow with Gerald F. Joyce at The Scripps Research Institute focusing on in vitro evolution of catalytic nucleic acids. Terry completed his PhD in organic chemistry with Ronald Breslow at Columbia University in 1995, where he synthesized 2',5'-linked DNA and evaluated its promise for antisense therapeutic applications.	https://www.nature.com/nchembio/editors	2022-02-10
Springer Nature	Nature Chemical Biology	NA	Senior Editor: Grant Miura	Before joining the editorial team at Nature Chemical Biology, Grant worked as a postdoctoral fellow with Deborah Yelon at the University of California, San Diego, where he studied zebrafish cardiac development. Before that, he was a postdoctoral fellow at the Salk Institute and then at University of California, San Francisco, where his research focused on the development and function of insulin-producing cells in Drosophila. He received his PhD with Jessica Treisman at New York University School of Medicine where he investigated lipid modification and endocytic processing of EGFR signaling pathway components in Drosophila. Grant completed his undergraduate degree in biology and microbiology at the University of Washington, where he studied with Richard Palmiter on neuronal control of feeding and alcohol consumption.	https://www.nature.com/nchembio/editors	2022-02-10
Springer Nature	Nature Chemical Biology	NA	Senior Editor: Yiyun Song	Before joining the editorial team at Nature Chemical Biology, Yiyun worked as a scientific director in an industrial R&amp;D department focusing on functional evaluation of chemical compounds and methodology development. She completed her PhD and undergraduate degree in Biochemistry and Molecular Biology at the Chinese Academy of Sciences in Shanghai, China, where she investigated the function and mechanism of nuclear receptor-related transcriptional co-factors and microRNAs in glucose and lipid metabolism.	https://www.nature.com/nchembio/editors	2022-02-10
Springer Nature	Nature Chemical Biology	NA	Associate Editor: Caitlin Deane	Before joining the editorial team at Nature Chemical Biology, Caitlin performed her PhD studies with Doug Mitchell at the University of Illinois at Urbana-Champaign, where she investigated the biosynthesis and engineering of ribosomal natural products. Prior to her PhD studies, Caitlin also worked for Sarepta Therapeutics. Caitlin completed her undergraduate degree in chemistry and biology at Linfield College, where she worked with Brian Gilbert using surface-enhanced Raman spectroscopy to study enzyme-inhibitor binding.	https://www.nature.com/nchembio/editors	2022-02-10
Springer Nature	Nature Chemistry	NA	Chief Editor: Stuart Cantrill	After working on Nature Nanotechnology since January 2006, first as an associate and then senior editor, Stuart made the switch to Nature Chemistry in early 2008. Before joining Nature Research, he was a lecturer and research associate in the department of chemistry and biochemistry at UCLA, where he also ran an editorial office of Organic Letters. A graduate of Birmingham University in the UK, Stuart obtained his PhD in chemistry from UCLA in 2001, followed by postdoctoral research at Caltech. His main research interests were in the fields of supramolecular chemistry, self-assembly processes and interlocked molecules. Stuart is based in the London office.	https://www.nature.com/nchem/editors	2022-02-10
Springer Nature	Nature Chemistry	NA	Senior Editor: Gavin Armstrong	Gavin joined Nature Chemistry in April 2008. He graduated from the University of Leeds with an MChem in 2002, and remained there to undertake a PhD in nonlinear chemical dynamics. His research focused on pattern formation and travelling waves in excitable chemical systems. Before joining Nature Chemistry, Gavin worked for the Royal Society of Chemistry as an assistant editor of Soft Matter and the Journal of Materials Chemistry. Gavin is based in the London office.	https://www.nature.com/nchem/editors	2022-02-10
Springer Nature	Nature Chemistry	NA	Senior Editor: Anne Pichon	Anne received a broad training in chemistry at the National Graduate School of Chemistry in Montpellier, France. She then focused on inorganic and supramolecular chemistry and obtained her MPhil and PhD degrees from the Queen's University Belfast, UK, investigating porous coordination polymers for host–guest applications. After an internship with Nature Reviews Drug Discovery, Anne moved to John Wiley and Sons in 2007 as an assistant editor of the Society of Chemical Industry journals. She joined Nature Chemistry in October 2008, and was initially based in Tokyo where she also worked on other publishing projects with Nature Asia-Pacific. In April 2013, Anne relocated to the London office and now works full time on the journal.	https://www.nature.com/nchem/editors	2022-02-10
Springer Nature	Nature Chemistry	NA	Senior Editor: Russell Johnson	Russell started at Nature Chemistry in August 2012. He completed his MChem degree at the University of Exeter in 2002 before moving to the University of Cambridge where he studied protein dynamics, misfolding and aggregation for his PhD. Before joining Nature Chemistry, Russell worked at the Royal Society of Chemistry in a variety of roles including as an assistant editor on Organic &amp; Biomolecular Chemistry and then later as the development editor on the Journal of Materials Chemistry, Polymer Chemistry &amp; Soft Matter. Russell is based in London.	https://www.nature.com/nchem/editors	2022-02-10
Springer Nature	Nature Chemistry	NA	Senior Editor: Katherine Geogheghan	Katherine received her MChem from the University of Huddersfield in 2014, after which she undertook a PhD at the University of Edinburgh in synthetic methodology and mechanistic elucidation, studying palladium catalysed cross-coupling reactions. After finishing her studies, Katherine joined the Nature Chemistry team in March 2018 and is based in the London office.	https://www.nature.com/nchem/editors	2022-02-10
Springer Nature	Nature Chemistry	NA	Senior Editor: Kathryn Ashe	Kathryn completed her MSci in Natural Sciences (Organic Chemistry and Cellular and Molecular Biology) at University College London in 2014. She then remained at UCL to carry out a PhD in prebiotic chemistry, investigating synthetic routes to nucleotides and amino acids. Kathryn joined the Nature Chemistry team in July 2018 and is based in the London office.	https://www.nature.com/nchem/editors	2022-02-10
Springer Nature	Nature Climate Change	NA	Chief Editor: Bronwyn Wake	Bronwyn joined Nature Climate Change in 2012. She has handled research manuscripts and review and opinion articles across the entire breadth of physical climate sciences, the marine and aquatic environment, and interdisciplinary articles integrating natural and social science disciplines in the context of climate and global environmental change. In November 2014 she moved to the Sydney office before returning to the London office to become Chief Editor in May 2016. Bronwyn completed her postgraduate studies at University of Tasmania, Australia, with a PhD in trace element biogeochemistry and first class Honours in Antarctic Studies. Her postdoctoral work at the University of Southampton, UK and European Institute for Marine Studies, Brest, France focused on trace metal cycling in marine waters and their roles as micronutrients for phytoplankton. Bronwyn is based in the London office.	https://www.nature.com/nclimate/editors	2022-02-10
Springer Nature	Nature Climate Change	NA	Senior Editor: Alyssa Findlay	Alyssa joined Nature Climate Change in mid 2019 and handles manuscripts broadly in the area of climate change impacts, vulnerability and adaptation. She holds a PhD in Oceanography from the University of Delaware, USA and completed postdoctoral work in the Department of Geological and Environmental Sciences at Ben Gurion University of the Negev, Israel, and in the Department of Bioscience at Aarhus University, Denmark. Her research ranged from marine and lake biogeochemistry to carbon cycling in Arctic marine sediments and integrated chemical, microbiological and modelling approaches. Alyssa is based in the Berlin office.	https://www.nature.com/nclimate/editors	2022-02-10
Springer Nature	Nature Climate Change	NA	Senior Editor: Jasper Franke	Jasper joined Nature Climate Change in January 2022 after working as an editor at Nature Communications since 2019. He obtained his PhD from the Potsdam Institute for Climate Impact Research and Humboldt University of Berlin, Germany. His research focused on adapting and developing data analysis methods rooted in network theory to be used for paleoclimate data. At Nature Climate Change he handles manuscripts on physical climatology and climate change impacts. Jasper is based in the Berlin office.	https://www.nature.com/nclimate/editors	2022-02-10
Springer Nature	Nature Climate Change	NA	Associate Editor: Tegan Armarego-Marriott	Tegan joined Nature Climate Change at the end of 2019 and handles manuscripts in the area of ecological and  biological responses to climate change. Born and raised in Western Australia, Tegan completed Conservation Biology and Biochemistry majors, and undertook at Molecular Biology Masters program at the University of Western Australia, before moving to Germany for further study. She completed her PhD and postdoctoral work at the Max Planck Institute of Molecular Plant Physiology, focusing on the biogenesis and activity of plant chloroplasts. Tegan is based in the London office.	https://www.nature.com/nclimate/editors	2022-02-10
Springer Nature	Nature Climate Change	NA	Associate Editor: Lingxiao Yan	Lingxiao joined Nature Climate Change in March 2021. He handles research manuscripts in the area of policy and socio-economic dimensions of climate change. He holds a PhD in Marine Policy from University of Delaware and Master of Environmental Management from Duke University, USA. Before joining Nature Climate Change, he was an assistant professor at South China Agricultural University, specialized in environmental and energy economics. His research focused on the impact of changing environment on human welfare using quantitative social science approaches. Lingxiao is based in the Berlin office.	https://www.nature.com/nclimate/editors	2022-02-10
Springer Nature	Nature Computational Science	NA	Chief Editor: Fernando Chirigati (New York)	Fernando joined Nature Portfolio in 2020 as the Chief Editor for Nature Computational Science. He received his PhD in Computer Science from New York University in 2018, and also worked as a postdoctoral research associate at the same institution. He conducted research in various areas, including scientific data management, provenance management and analytics, large-scale data analytics, data mining, computational reproducibility, and data visualization. He is very interested in how different disciplines use computational methods and resources to address challenging problems. Contact him at fernando.chirigati@us.nature.com.	https://www.nature.com/natcomputsci/editors	2022-02-10
Springer Nature	Nature Computational Science	NA	Associate Editor: Ananya Rastogi (Berlin)	Ananya joined Nature Portfolio in 2020 as an Associate Editor for Nature Computational Science. Her training and research experience during her Masters involved the use of cellular automata to study host-pathogen population dynamics. Following this, her doctorate was in the field of Systems Immunology where she worked on elucidating mechanisms of T cell mediated killing of infected cells. She has pursued research projects in various sub-fields of Computational Biology such as population genetics, modeling of intracellular dynamics and ecological modeling. Her interests include development of computational techniques to gain new insights into biological systems. Contact her at ananya.rastogi@nature.com.	https://www.nature.com/natcomputsci/editors	2022-02-10
Springer Nature	Nature Computational Science	NA	Associate Editor: Jie Pan (Shanghai)	Jie joined Nature Portfolio in 2020 as an Associate Editor for Nature Computational Science. He received his PhD in Materials Science and Engineering from the University of Kentucky in 2016. From 2016 to 2019, he worked as a postdoctoral researcher in the Materials Science Center at the National Renewable Energy Laboratory (NREL) in Golden, Colorado. Before joining Nature Research, he was an Assistant Research Professor in the Department of Chemical Engineering and Materials Science at Michigan State University. His research was focused on computational materials design for multiple disciplines, such as batteries, photovoltaics, thermoelectrics and water-splitting, and quantum computation. Jie is interested in how novel computational algorithms and the emerging quantum computation help address critical challenges in society, especially related to novel materials discovery. Contact him at jie.pan@us.nature.com.	https://www.nature.com/natcomputsci/editors	2022-02-10
Springer Nature	Nature Computational Science	NA	Associate Editor: Kaitlin McCardle (New York)	Kaitlin joined Nature Portfolio in 2021 as an Associate Editor for Nature Computational Science. She obtained her PhD in computational chemistry from Binghamton University in the summer of 2021. Her research was focused on using electronic structure calculations and ab initio techniques to develop and tune earth-abundant transition metal based electrocatalysts for the reduction of CO2 to CO. Her research interests include mechanism elucidation, solvation modeling, and small molecule activation. She is particularly interested in the development and application of computational tools that can aid in addressing the most prominent issues facing society, such as climate change. Contact her at kaitlin.mccardle@us.nature.com.	https://www.nature.com/natcomputsci/editors	2022-02-10
Springer Nature	Nature Ecology & Evolution	NA	Chief Editor: Patrick Goymer 	Patrick joined the company in 2005 as an Assistant Editor at Nature Reviews Genetics and Nature Reviews Cancer. In 2008 he moved to Nature, where he served as Senior Editor covering ecology and evolution, before becoming Chief Editor of Nature Ecology &amp; Evolution in 2016. He has handled primary manuscripts and review articles across the entire breadth of ecology and evolution, as well as advising and writing for other sections of Nature. Patrick completed his DPhil in experimental evolution at the University of Oxford, and did his postdoctoral work on evolutionary and ecological genetics at University College London in association with Imperial College London at Silwood Park.	https://www.nature.com/natecolevol/editors	2022-02-10
Springer Nature	Nature Ecology & Evolution	NA	Senior Editor: Vera Domingues	Vera joined Nature as a locum Associate Editor in 2012, handling the fields of ecology and evolution, and in 2013 she moved to Nature Communications, where she managed a team of editors. She joined the launch team of Nature Ecology &amp; Evolution in 2016. During part of 2021, Vera was locum Chief Editor of Nature Ecology &amp; Evolution. Vera obtained her PhD from the University of Azores, studying the evolution of coastal fish in the Atlantic and Mediterranean, and collaborated with the Eco-Ethology Research Unit at ISPA in Lisbon and the University of California at Santa Cruz for her dissertation. Her postdoctoral work took her to Harvard University where she investigated the genomics and evolution of adaptive coloration in wild mice.	https://www.nature.com/natecolevol/editors	2022-02-10
Springer Nature	Nature Ecology & Evolution	NA	Senior Editor: Marian Turner	Marian joined Nature as a News &amp; Views Editor in 2012, commissioning and editing News &amp; Views articles across the biological sciences, including ecology, evolution, genetics, cancer and microbiology. She joined the launch team of Nature Ecology &amp; Evolution in 2016. Marian’s PhD is from the University of Melbourne, where she worked in the immunology division of the Walter and Eliza Hall Institute on mathematical modelling of B-cell responses. She moved to the Ludwig Maximilian University in Munich for postdoctoral work, during which she also wrote for Nature’s news team as an intern and freelance reporter.	https://www.nature.com/natecolevol/editors	2022-02-10
Springer Nature	Nature Ecology & Evolution	NA	Senior Editor: Simon Harold	Simon joined Nature Communications as Associate Editor for ecology in 2014, having previously managed journals in ecology, genetics and plant biology as Executive Editor for the BMC series. He joined the launch team of Nature Ecology &amp; Evolution in 2016. During 2020 and 2021, Simon spent a year as locum Chief Editor of Nature Geoscience. Prior to his doctoral studies, Simon worked on research projects at Cardiff University, NERC Centre for Population Biology and University of Manchester encompassing fungal biology, community ecology and developmental morphometrics. He obtained his PhD from University of Leeds investigating the spatial ecology of host-natural enemy interactions, in collaboration with the Centre for Ecology and Hydrology, Oxford.	https://www.nature.com/natecolevol/editors	2022-02-10
Springer Nature	Nature Ecology & Evolution	NA	Senior Editor: Luíseach Nic Eoin	Luíseach started out as an archaeologist, and completed a DPhil at the University of Oxford focused on Stone Age hunter-gatherers in southern Africa, archaeo/ethnobotany, and heritage conservation. In early 2016 she joined Nature Plants as a locum Assistant Editor, covering human-plant interactions for the journal. Making use of her background in human evolutionary studies, palaeoanthropology and human ecology, she moved to Nature Ecology and Evolution in July 2016.	https://www.nature.com/natecolevol/editors	2022-02-10
Springer Nature	Nature Ecology & Evolution	NA	Senior Editor: Alexa McKay	Alexa joined the Nature Ecology &amp; Evolution team in October 2020. She began her editorial career at Nature Communications in 2016, handling all areas of ecology and zoology. Alexa obtained her PhD from the Odum School of Ecology at the University of Georgia, where she conducted research in the fields of animal behavior, animal physiology, and disease ecology.	https://www.nature.com/natecolevol/editors	2022-02-10
Springer Nature	Nature Electronics	Editorial Board	Chief Editor: Owain Vaughan	NA	https://www.nature.com/natelectron/editors	2022-02-10
Springer Nature	Nature Electronics	Editorial Board	Senior Editor: Stuart Thomas	NA	https://www.nature.com/natelectron/editors	2022-02-10
Springer Nature	Nature Electronics	Editorial Board	Associate Editor: Matthew Parker	NA	https://www.nature.com/natelectron/editors	2022-02-10
Springer Nature	Nature Electronics	Editorial Board	Associate Editor: Katharina Zeissler	NA	https://www.nature.com/natelectron/editors	2022-02-10
Springer Nature	Nature Energy	NA	Chief Editor: Nicky Dean	Nicky joined Nature Research in July 2011 as an editor for Nature Communications, where he handled a broad range of manuscripts across applied and fundamental physics and photonics, including solar cells and light-trapping structures for energy harvesting. He also managed a team of physics and earth sciences editors, before leaving to launch Nature Energy in April 2015. Nicky gained his DPhil from the University of Oxford, where he employed a range of time-resolved techniques, from X-rays down to the terahertz regime, to study ultrafast dynamics in correlated electron materials. His subsequent postdoctoral studies for the Max Planck Institute for the Structure and Dynamics of Matter involved characterizing and controlling the magnetic behaviour of multiferroics using nonlinear optical techniques. Nicky is based in the London office.	https://www.nature.com/nenergy/editors	2022-02-10
Springer Nature	Nature Energy	NA	Senior Editor: James Gallagher	James arrived at Nature Energy in September 2015. After receiving an MSc in Natural Sciences (Chemistry) from the University of Cambridge, he moved to the University of Liverpool for his PhD, where he developed high-throughput screens to evaluate Fischer-Tropsch catalysts for the production of liquid fuels from syngas. During his postdoctoral work at Argonne National Laboratory he used synchrotron X-ray techniques to study new catalysts for energy applications, with a focus on biomass and alkane transformations. James is based in the London office.	https://www.nature.com/nenergy/editors	2022-02-10
Springer Nature	Nature Energy	NA	Senior Editor: Fouad Khan	Fouad joined Nature Energy in September 2017. Prior to joining Nature Research, Fouad worked on energy, infrastructure and urban development projects for such institutions as the World Bank, UNOPS and WWF. He has a Bachelor in Civil Engineering, MS in Environmental Engineering and a PhD in Environmental Science and Policy. His PhD work focused on the relationship between urban form and energy consumption efficiency in cities. He did post-doctoral work at Aarhus University in Denmark working with WWF Luc Hoffmann Institute and One Planet City Challenge program investigating optimum pathways for energy transitions in different types of cities. Fouad has been a UN Future Earth Fellow (2014) and a Fulbright scholarship recipient (2005-2007). He is based in the New York office.	https://www.nature.com/nenergy/editors	2022-02-10
Springer Nature	Nature Energy	NA	Senior Editor: Giulia Tregnago	Giulia joined Nature Energy in May 2018. She received her BSc in Materials Science and MSc in Chemistry from Università del Piemonte Orientale, Italy. Her postgraduate Master in Materials for Energy took her to Solaronix, Switzerland, where she worked on dye-sensitized solar cells. She later obtained her PhD in Physics from University College London where she studied the photophysics of organic semiconductors and their application in light-emitting diodes. She then took up a position as project manager within a Horizon 2020 European Training Network on organic materials for photonics and optoelectronics. Giulia is based in the London office.	https://www.nature.com/nenergy/editors	2022-02-10
Springer Nature	Nature Energy	NA	Senior Editor: Changjun Zhang	Changjun, also known as Alex, joined Nature Research in March 2013 as an editor for Nature Communications. He handled manuscripts across a range of subjects, focusing on batteries, supercapacitors, fuel cells, fundamental electrochemistry, surface science and heterogeneous catalysis, before moving to Nature Energy in August 2015. Alex received his PhD in surface catalysis from Queen’s University Belfast. He later worked in postdoctoral positions at the University of Cambridge and University College London, where his research expertise expanded to the fields of energy production and storage. Alex is based in the London office.	https://www.nature.com/nenergy/editors	2022-02-10
Springer Nature	Nature Food	Editorial Board	Anne Mullen	NA	https://www.nature.com/natfood/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Chief Editor: Tamara Goldin 	Tamara heads the editorial team, as of February 2020. A fan of geologic catastrophes on the Earth and beyond, Tamara joined Nature Geoscience in 2012 following postdoctoral research at the University of Vienna. She received her PhD in Geosciences from the University of Arizona, where she studied planetary surface processes at the Lunar and Planetary Laboratory. Her research focused on large meteorite impacts and their environmental effects. She received her BS in Geology from Tulane University in New Orleans and conducted a year of doctoral research at the Bayerisches Geoinstitut in Germany.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Senior Editor: Xujia Jiang	Xujia joined Nature Geoscience in January 2018, having started her editorial career in 2017 at Nature Sustainability. Prior to joining Nature Research, Xujia worked as a post-doc at Tsinghua University, looking into the relationship among air pollution, human health and socioeconomic development, including a 3-months visit at School of Earth and Environment, University of Leeds. Xujia has a degree in Environmental Engineering from Donghua University and a PhD from Peking University where she studied the behaviour of nanoparticles in aquatic systems. She has also worked on climate change at the Development and Reform Commission in China.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Senior Editor: Rebecca Neely	Rebecca joined Nature Geoscience in 2017 having completed an MEarthSci at the University of Oxford and PhD at the University of Iceland where she applied geochemistry and, in particular, novel stable isotope techniques to processes ranging from chemical weathering and biological uptake through to geothermal cycling and ore formation. Rebecca is based in our Shanghai office.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Senior Editor: James Super	James joined Nature Geoscience in 2019 following a PhD at Yale University focused on the biomarker reconstruction of warm past climate. His research has sought to improve understanding of proxy systems as well as test the mechanisms responsible for Late Cretaceous and Neogene climatic evolution. He received a BS in Geological and Environmental Sciences and an MS in Earth Systems from Stanford University.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Associate Editor: Stefan Lachowycz (Currently on leave) 	Stefan joined Nature Geoscience in August 2018, following postdoctoral research as a Fulbright Scholar at the Carnegie Institution for Science in Washington, DC. He received MEarthSci and DPhil degrees in Earth Sciences from the University of Oxford. His research involved using field, laboratory, and statistical techniques to collect and analyse lithological, geochemical, geophysical, and geochronological data, primarily to investigate diverse types of volcanic activity.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Associate Editor: Thomas Richardson	Tom joined Nature Geoscience in May 2020 following postdoctoral research at the University of Leeds, where he investigated precipitation and temperature responses to different climate drivers. His previous research included analysis of the atmospheric energy budget and carbon sequestration in natural woodland. He received an MPhys in Physics and Astrophysics from Lancaster University, before completing a PhD in Climate Physics at the University of Leeds.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Geoscience	NA	Locum Associate Editor: Louise Hawkins	Louise joined Nature Geoscience in October 2021 following postdoctoral research at the University of Liverpool. There she researched variation in geomagnetic field behaviour through geological time and its relation to changes within the Earth’s deep interior. She received an undergraduate Masters in Geology and PhD in Paleomagnetism, both from the University of Liverpool. Before starting her PhD, she worked in mineralogy and magnetics for a Petroleum consultancy.	https://www.nature.com/ngeo/editors	2022-02-10
Springer Nature	Nature Human Behaviour	NA	Chief Editor: Stavroula Kousta	Stavroula is the launch Chief Editor of Nature Human Behaviour. Prior to joining the Nature Portfolio, she was the Editor of Trends in Cognitive Sciences, one of the leading reviews outlets in the behavioural sciences. She then joined PLOS Biology, managing the journal’s magazine section, handling research manuscripts in neuroscience and introducing meta-science as a core discipline covered in the journal. Throughout her editorial career, Stavroula has been a strong advocate for rigorous research practices, the responsible communication of science, and inter-disciplinary research that directly addresses the most pressing social challenges of our times. Stavroula’s academic background is in linguistics, experimental psychology, and cognitive neuroscience. She obtained a PhD in English and Applied Linguistics (psycholinguistics) from the University of Cambridge and then spent four years doing post-doctoral research on the psychological and neural underpinnings of language and semantic knowledge at University College London.	https://www.nature.com/nathumbehav/editors	2022-02-10
Springer Nature	Nature Human Behaviour	NA	Senior Editor: Aisha Bradshaw	Aisha’s background is in political science, with an emphasis on international relations, conflict studies, and quantitative methodology. She was initially drawn to political science by the field’s strong interdisciplinary elements, and her interests remain broad. She began her studies with a B.A. in political science at the University of Chicago and completed her PhD at Ohio State University, where her research focused on the strategic provision of social services by violent groups. Additional research projects examined international alliance networks and causal inference methods for observational data.	https://www.nature.com/nathumbehav/editors	2022-02-10
Springer Nature	Nature Human Behaviour	NA	Senior Editor: Jamie Horder	Jamie’s background is in cognitive neuroscience. Before becoming an editor, Jamie completed a postdoc at King’s College London on the neuroscience of autism, and prior to that a PhD at Oxford studying depression. Jamie joined the Neuroscience &amp; Psychology team of Nature Communications in October 2017, where he handled a broad range of manuscripts, including cognitive and systems neuroscience, psychiatry, cognitive and social psychology, and network science. He joined the team at Nature Human Behaviour in January 2019 and he is primarily responsible for social and affective neuroscience, psychiatry, and complex systems, but also work from allied fields, especially cognitive neuroscience, cognitive psychology, and computational sciences.	https://www.nature.com/nathumbehav/editors	2022-02-10
Springer Nature	Nature Human Behaviour	NA	Senior Editor: Charlotte Payne	Charlotte’s background is in Anthropology, Public Health, Primatology and Zoology. Before joining Nature Human Behaviour in 2019 she conducted research on the implications of using insects as food for our health, food security, and environmental footprint. This was the focus of her PhD thesis in Zoology at the University of Cambridge, and she has conducted field-based research on this topic in the Democratic Republic of Congo, Japan, Zimbabwe, Mexico and Burkina Faso. Prior to this she assisted with health related research projects at the University of Oxford, where she worked with large scale epidemiological data and high-throughput genomic data. She spent time in Japan as a Daiwa scholar in 2009-2011 and as a MEXT research student in 2013-2015, and speaks fluent Japanese. She did her undergraduate degree in Archaeology and Anthropology at Cambridge in 2006-2009, where she conducted field- and zoo-based research on great ape behaviour, ecology and genetics. She has a broad range of interests and is passionate about the importance of meaningful, interdisciplinary and equitable research.	https://www.nature.com/nathumbehav/editors	2022-02-10
