editor	role	affiliation	journal	issn	publisher	url	date	orcid
Stephen Kerr	Editorial Board	Chulalongkorn University Faculty of Medicine Thailand	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-1919-4525
Md Nuruzzaman Khan	Editorial Board	Jatiya Kabi Kazi Nazrul Islam University Bangladesh	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-4550-4363
Mishal Khan	Editorial Board	LSHTM United Kingdom	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-8967-1761
Judy Khanyola	Editorial Board	University of Global Health Equity Rwanda	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Khalid Kheirallah	Editorial Board	Jordan University of Science and Technology Faculty of Medicine Jordan	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-4504-4472
Jagdish Khubchandani	Editorial Board	New Mexico State University United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Khameer Kidia	Editorial Board	Brigham and Women's Hospital United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-2740-7324
Kimiyo Kikuchi	Editorial Board	Kyushu University Japan	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-9397-4327
Daniel Kim	Editorial Board	Northeastern University United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0001-8907-6420
Jong-Hoon Kim	Editorial Board	International Vaccine Institute Korea, Republic Of	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Sun-Young Kim	Editorial Board	Seoul National University Korea, Republic Of	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-5419-4424
Yohannes Kinfu	Editorial Board	University of Canberra Australia	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0001-9607-6891
Stefan Kohler	Editorial Board	Heidelberg University Germany	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-1365-7506
Manisha Kulkarni	Editorial Board	University of Ottawa Canada	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-5084-4960
Nirbhay Kumar	Editorial Board	George Washington University United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Santosh Kumar	Editorial Board	Sam Houston State University United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-8663-3006
Cemil Kurekci	Editorial Board	Mustafa Kema University Turkey	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Hannah Leslie	Editorial Board	University of California San Francisco United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-7464-3645
Bai Li	Editorial Board	University of Bristol United Kingdom	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-2706-9799
Chunxiao Li	Editorial Board	South China Normal University China	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Bernt Lindtjørn	Editorial Board	University of Bergen, Norway Norway	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-6267-6984
Bert Little	Editorial Board	School of Public Health, University of Louisville United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-6485-4641
Marco Liverani	Editorial Board	London School of Hygiene and Tropical Medicine Thailand	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Tharani Loganathan	Editorial Board	University of Malaya Faculty of Medicine Malaysia	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0001-6690-000X
Webster Mavhu	Editorial Board	Centre for Sexual Health &amp; HIV/AIDS Research(CeSHHAR) Zimbabwe	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-1881-4398
Nikita Mehra	Editorial Board	Cancer Institute Women's India Association India	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-4605-7470
Shiva Raj Mishra	Editorial Board	The University of Melbourne School of Population and Global Health Australia	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-2993-3504
Jennifer Moodley	Editorial Board	University of Cape Town South Africa	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-9398-5202
Keymanthri Moodley	Editorial Board	Stellenbosch University South Africa	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Jin Mou	Editorial Board	MultiCare Health System United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0001-8350-3292
Godfrey Musuka	Editorial Board	Columbia University - MSPH Zimbabwe	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0001-9077-4429
Srinivasa Rao Mutheneni	Editorial Board	CSIR-Indian Institute of Chemical Technology India	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-3263-3905
Suma Nair	Editorial Board	Kasturba Medical College Manipal, Manipal Academy of Higher Education India	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Theresa Ochoa	Editorial Board	Universidad Peruana Cayetano Heredia Peru	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Sophie Ochola	Editorial Board	Kenyatta University Kenya	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Jill Olivier	Editorial Board	University of Cape Town South Africa	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Larissa Otero	Editorial Board	Universidad Peruana Cayetano Heredia Peru	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Onikepe Owolabi	Editorial Board	Vital Strategies United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-4150-9976
Jenil Patel	Editorial Board	The University of Texas Health Science Center at Houston School of Public Health United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-4875-7390
Nasheeta Peer	Editorial Board	South African Medical Research Council South Africa	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-2131-8344
Reginald Quansah	Editorial Board	University of Ghana School of Public Health Ghana	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Joseph Rhatigan	Editorial Board	Brigham and Women's Hospital/Harvard Medical School United States	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-4516-7969
Vaibhav Saria	Editorial Board	Simon Fraser University Canada	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Abdur Sarker	Editorial Board	Bangladesh Institute of Development Studies Bangledesh	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-2022-7590
Hemant Shewade	Editorial Board	ICMR-National Institute of Epidemiology (Chennai, India), Department of Health Research, Ministry of Health and Family Welfare, Government of India India	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-8242-1911
Roopa Shivashankar	Editorial Board	Indian Council of Medical Research India	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-4361-9423
Andre Siqueira	Editorial Board	Fundacao Oswaldo Cruz Brazil	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Angelo Solimini	Editorial Board	University of Rome Italy	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Cesar Ugarte-Gil	Editorial Board	Universidad Peruana Cayetano Heredia Peru	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-2833-9087
Isabelle Uny	Editorial Board	University of Stirling United Kingdom	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-9548-5332
Jo Vearey	Editorial Board	University of the Witwatersrand South Africa	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Peter Waiswa	Editorial Board	Makerere University School of Public Health, College of Health Sciences Uganda	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	NA
Sandul Yasobant	Editorial Board	IIPHG: Indian Institute of Public Health Gandhinagar India	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0003-1770-8745
Siyan Yi	Editorial Board	National University of Singapore Singapore	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-3045-5386
Henry Zakumumpa	Editorial Board	Makerere University Uganda	PLOS Global Public Health	2767-3375	PLOS	https://journals.plos.org/globalpublichealth/s/editorial-board	2022-01-18	0000-0002-8169-1151
