editor	role	affiliation	journal	issn	publisher	url	date	orcid
Dirk Schübeler	Editorial Board	Friedrich Miescher Institute for Biomedical Research Basel, Switzerland	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Hamish S. Scott	Editorial Board	Centre for Cancer Biology, SA Pathology Adelaide, Australia	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Licia Selleri	Editorial Board	University of California San Francisco San Francisco, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Tricia R. Serio	Editorial Board	The University of Massachusetts - Amherst Amherst, MA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Giorgio Sirugo	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Tanja Slotte	Editorial Board	Stockholm University Stockholm, Sweden	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Michael Snyder	Editorial Board	Stanford University School of Medicine Stanford, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Yan Song	Editorial Board	  Peking University Beijing, China	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Nathan M. Springer	Editorial Board	University of Minnesota St. Paul, MN, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Barbara Stranger	Editorial Board	University of Chicago Chicago, IL, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Lisa Stubbs	Editorial Board	University of Illinois at Urbana-Champaign Urbana, IL, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Eva H. Stukenbrock	Editorial Board	Christian-Albrechts University of Kiel and Max Planck Institute for Evolutionary Biology Kiel, Germany	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Yousin Suh	Editorial Board	Columbia University New York, NY, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Beth A. Sullivan	Editorial Board	Duke University Durham, NC, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Christopher Sullivan	Editorial Board	University of Texas at Austin Austin, TX, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Lorraine S. Symington	Editorial Board	Columbia University New York, NY, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Man-Wah Tan	Editorial Board	Genentech South San Francisco, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Zhixi Tian	Editorial Board	Chinese Academy of Sciences Beijing, China	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Sarah A. Tishkoff	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
David P. Toczyski	Editorial Board	University of California San Francisco San Francisco, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Aleksandra Trifunovic	Editorial Board	University of Cologne Cologne, Germany	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Bas van Steensel	Editorial Board	Netherlands Cancer Institute Amsterdam, The Netherlands	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Lindi M. Wahl 	Editorial Board	Western University London, ON, Canada	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Hongyan Wang 	Editorial Board	  Duke-NUS Medical School Singapore, Singapore	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
 Jue D. Wang	Editorial Board	University of Wisconsin-Madison Madison, WI, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Pablo Wappner	Editorial Board	Instituto Leloir and School of Exact and Natural Sciences University of Buenoes Aires Buenos Aires, Argentina	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Melissa Wasserstein	Editorial Board	Children’s Hospital at Montefiore Albert Einstein College of Medicine Bronx, NY, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Christine A. Wells	Editorial Board	The University of Melbourne Melbourne, Australia	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Andrew O. M. Wilkie	Editorial Board	University of Oxford Oxford, United Kingdom	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Michael Worobey	Editorial Board	University of Arizona Tucson, AZ, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Xia Yang	Editorial Board	University of California, Los Angeles Los Angeles, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Fengwei Yu	Editorial Board	Temasek Life Sciences Laboratory Singapore, Singapore	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Hao Yu	Editorial Board	National University of Singapore and Temasek Life Sciences Laboratory Singapore, Singapore	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Mihaela Zavolan	Editorial Board	University of Basel Basel, Switzerland	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Eleftheria Zeggini	Editorial Board	Helmholtz Zentrum München Neuherberg, Germany	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Jianzhi Zhang	Editorial Board	University of Michigan Ann Arbor, MI, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Jin-Qiu Zhou	Editorial Board	Chinese Academy of Sciences Shanghai, China	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Xiaofeng Zhu	Editorial Board	Case Western Reserve University Cleveland, OH, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Christopher D. Brown	Editorial Board	University of Pennsylvania Philadelphia, PA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Nadia D. Singh	Editorial Board	University of Oregon Eugene, OR, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Jessica Tollkuhn	Editorial Board	Cold Spring Harbor Laboratory Cold Spring Harbor, NY, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
William F. Burkholder	Editorial Board	Chan Zuckerberg Biohub San Francisco, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Xuemei Chen	Editorial Board	University of California Riverside Riverside, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Vivian G. Cheung	Editorial Board	University of Michigan Ann Arbor, MI, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Andrew G. Clark	Editorial Board	Cornell University Ithaca, NY, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Claude Desplan	Editorial Board	New York University New York, NY, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Greg Gibson	Editorial Board	Georgia Institute of Technology Atlanta, GA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
James E. Haber	Editorial Board	Brandeis University Waltham, MA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Hopi Hoekstra	Editorial Board	Harvard University Cambridge, MA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Marshall S. Horwitz	Editorial Board	University of Washington Seattle, WA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Nicole King	Editorial Board	University of California Berkeley Berkeley, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Jeannie T. Lee	Editorial Board	Massachusetts General Hospital, Howard Hughes Medical Institute Boston, MA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Trudy F. C. Mackay	Editorial Board	Clemson University Clemson, SC, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Dmitri A. Petrov	Editorial Board	Stanford University Stanford, CA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Wolf Reik	Editorial Board	The Babraham Institute Cambridge, UK	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Susan M. Rosenberg	Editorial Board	Baylor College of Medicine Houston, TX, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Patrick S. Schnable	Editorial Board	Iowa State University Ames, IA, USA	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
Peter M. Visscher	Editorial Board	Queensland Institute of Medical Research Brisbane, Australia	PLOS Genetics	1553-7390	PLOS	https://journals.plos.org/plosgenetics/s/editorial-board	2022-01-18	NA
