editor	role	affiliation	journal	issn	publisher	url	date	orcid
Stefano Palminteri	Editorial Board	Ecole Normale Superieure Paris, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Anna Panchenko	Editorial Board	National Institutes of Health Bethesda, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Mercedes Pascual	Editorial Board	University of Chicago     Chicago, IL, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alex Perkins	Editorial Board	University of Notre Dame Notre Dame, IN, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Megan Peters	Editorial Board	University of California, Irvine Irvine, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Teresa Przytycka	Editorial Board	National Center for Biotechnology Information Bethesda, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Marco Punta	Editorial Board	The Institute of Cancer Research London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Christopher V. Rao	Editorial Board	University of Illinois at Urbana-Champaign Urbana, IL, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Roland Regoes	Editorial Board	ETH Zurich Zurich, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Blake A. Richards	Editorial Board	McGill University Montréal, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Isidore Rigoutsos	Editorial Board	Thomas Jefferson University Philadelphia, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Emma Robinson	Editorial Board	Kings College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jonathan Rubin	Editorial Board	University Of Pittsburgh Pittsburgh, PA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Andrey Rzhetsky	Editorial Board	University Of Chicago Chicago, IL, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jeffrey J. Saucerman	Editorial Board	University of Virginia Charlottesville, VA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Samuel V. Scarpino	Editorial Board	Pandemic Prevention Institute, The Rockefeller Foundation Washington, D.C., USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Avner Schlessinger	Editorial Board	Icahn School of Medicine at Mount Sinai New York, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Tamar Schlick	Editorial Board	New York University New York, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Nicola Segata	Editorial Board	University of Trento Trento, Italy	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Donna Slonim	Editorial Board	Tufts University Boston, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Joanna Slusky	Editorial Board	University of Kansas Lawrence, KS, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Amber M Smith	Editorial Board	University of Tennessee Health Science Center Memphis, TN, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Alireza Soltani	Editorial Board	Dartmouth College Hanover, NH, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
David van der Spoel	Editorial Board	University of Uppsala Uppsala, Sweden	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Jörg Stelling	Editorial Board	ETH Zurich Zurich, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Dan Stowell	Editorial Board	Tilburg University Naturalis Biodiversity Centre, Netherlands	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Claudio Struchiner	Editorial Board	School of Applied Mathematics, Fundacao Getulio Vargas Rio de Janeiro, RJ, Brazil	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Mark Tanaka	Editorial Board	University of New South Wales Sydney, Australia	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Corina E. Tarnita	Editorial Board	Princeton University Princeton, NJ, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Peter Taylor	Editorial Board	Newcastle University Newcastle, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Frédéric E. Theunissen	Editorial Board	University of California at Berkeley Berkeley, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Denis Thieffry	Editorial Board	Ecole Normale Supérieure Paris, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Roberto Toro	Editorial Board	Institut Pasteur Paris, France	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Arne Traulsen	Editorial Board	Max Planck Institute for Evolutionary Biology Plön, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Virginie Uhlmann	Editorial Board	European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory Cambridge, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
David Umulis	Editorial Board	Purdue University West Lafayette, IN, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Ronald van den Berg	Editorial Board	University of Uppsala Uppsala, Sweden	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Cécile Viboud	Editorial Board	National Institutes of Health Bethesda, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Marieke Karlijn van Vugt	Editorial Board	University of Groningen Groningen, the Netherlands	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Rebecca Wade	Editorial Board	Heidelberg Institute for Theoretical Studies and Heidelberg University Heidelberg, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Anders Wallqvist	Editorial Board	Biotechnology HPC Software Applications Institute Frederick, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Barbara Webb	Editorial Board	University of Edinburgh Edinburgh, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Guanghong Wei	Editorial Board	Fudan University Shanghai, China	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Xue-Xin Wei	Editorial Board	Center for Theoretical and Computational Neuroscience, University of Texas at Austin Austin, TX, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Joel Wertheim	Editorial Board	University of California, San Diego San Diego, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Dominik Wodarz	Editorial Board	University of California, Irvine Irvine, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Joseph Wu	Editorial Board	School of Public Health, The University of Hong Kong Hong Kong	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Andrew Yates	Editorial Board	Columbia University New York, NY, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Tianming Yang	Editorial Board	Institute of Neuroscience, Chinese Academy of Sciences Shanghai, China	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Lingchong You	Editorial Board	Duke University Durham, NC, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Zhaolei Zhang	Editorial Board	University of Toronto Toronto, ON, Canada	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Lusha Zhu	Editorial Board	Peking University Beijing, China	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
 	Editorial Board	"Editorial Advisory Board 
   Russ Altman 
   Stanford University Stanford, CA, USA"	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Joel Bader	Editorial Board	Johns Hopkins University Baltimore, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Sebastian Bonhoeffer	Editorial Board	ETH Zürich Zürich, Switzerland	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Peer Bork	Editorial Board	European Molecular Biology Laboratory Heidelberg, Germany	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
David Eisenberg	Editorial Board	University of California, Los Angeles Los Angeles, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Karl Friston	Editorial Board	University College London London, UK	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Mark Gerstein	Editorial Board	Yale University New Haven, CT, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Trey Ideker	Editorial Board	University of California, San Diego La Jolla, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Roy Kishony	Editorial Board	Harvard University Boston, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Eugene Koonin	Editorial Board	National Center for Biotechnology Information Bethesda, MD, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Simon Levin	Editorial Board	Princeton University Princeton, NJ, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Fran Lewitter	Editorial Board	Whitehead Institute Cambridge, MA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
John Mattick	Editorial Board	University of Queensland Brisbane, Australia	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Andrej Sali	Editorial Board	University of California, San Francisco San Francisco, CA, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Chris Sander	Editorial Board	Memorial Sloan-Kettering Cancer Center New York, NY, USA   	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
Olaf Sporns	Editorial Board	Indiana University Bloomington, IN, USA	PLOS Computational Biology	1553-7358	PLOS	https://journals.plos.org/ploscompbiol/s/editorial-board	2022-01-18	NA
